KevLeo94,2019-03-06 10:29:21,b'RT @nurhadi_aldo: Karena kami adalah capres jalur prestasi yg sangat pro lingkungan dan kami juga sangat melarang kader-kader kami untuk me\xe2\x80\xa6'
KevLeo94,2019-03-06 10:28:22,"b'RT @nurhadi_aldo: Jangan kan memasang spanduk yg mengotori lingkungan. Mengganti photo profil pun beliau tak sanggup menampakan wajahnya, b\xe2\x80\xa6'"
KevLeo94,2019-03-06 10:26:24,b'RT @JajangRidwan19: Buat yang kangen dgn ceramah Alm Ust Jefry Al Buchory. \n\nNih singkatan NARKOBA... RT sampe AA nonton. Biar dia tau kalo\xe2\x80\xa6'
KevLeo94,2019-03-06 10:25:18,b'RT @nurhadi_aldo: Soal ketegasan Bpk Nurhadi tidak kalah dengan Pak Prabs dan Pak Joks\n\n#McQueenYaQueen https://t.co/cF74XQZCnH'
KevLeo94,2019-03-06 10:24:28,"b'RT @PriyadiSudarmo: @D4Ni3L_Pu @MangiranNing Harus kita akui, anies lebih bisa mewujudkan swasembada air..., bahkan sampai luber ke jalan2\xe2\x80\xa6'"
KevLeo94,2019-03-06 10:20:56,"b'RT @D4Ni3L_Pu: ""Air dari atas turun ketanah lalu di masukan kebumi,jgn dibuang kelaut krn melawan sunatullah""\n~Anies Baswedan,Jakarta 2017\xe2\x80\xa6'"
KevLeo94,2019-03-06 10:18:13,b'RT @SapawargaSby: Ada yang sudah tahu rencana pembangunan alun-alun Surabaya ini?? Cek infonya luurrr \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a https://t.co/BoPym4uMg0'
KevLeo94,2019-03-06 01:39:20,b'Akibat pijet: tidur susah bangunnya. Pgn lanjut tidur terus'
KevLeo94,2019-03-05 09:42:02,b'@fiomssad Di kehidupan yang lalu\xf0\x9f\xa4\xa3'
KevLeo94,2019-03-05 07:35:02,"b'RT @Mentimoen: Sbg atheist, sy sangat menghargai ritual2 yg dilakukan dgn tulus spt pemberian sesajen dsb. Itu menandakan manusia yg melaku\xe2\x80\xa6'"
KevLeo94,2019-03-05 07:34:06,b'@fiomssad Pernah... di kehidupan yang lalu. Banyak galaunya'
KevLeo94,2019-03-05 07:33:30,"b'RT @nurhadi_aldo: Sebelum ganja dilarang oleh pemerintah dizaman orba saya tidak pernah melihat rakyat teler dipinggir jalan, karena nyimen\xe2\x80\xa6'"
KevLeo94,2019-03-05 07:33:18,b'Humanity over religion! https://t.co/NFZ8R7siri'
KevLeo94,2019-03-05 07:32:47,b'Refleksi diri saya https://t.co/FR3MqOxv2k'
KevLeo94,2019-03-03 09:18:42,b'RT @pergijauh: Cewek mukanya dimake up bintik-bintik item gitu nyontek telor puyuh ye?'
KevLeo94,2019-03-03 03:09:57,"b'Kakean pola, eh kalah.. wkwkwk'"
KevLeo94,2019-02-28 02:14:23,b'RT @Mentimoen: Cuplikan salah satu dokumen saksi mata peristiwa 22 Oktober 1945 di Surabaya. Menyangkut seseorng yg dianggap sebagian besar\xe2\x80\xa6'
KevLeo94,2019-02-28 02:11:53,b'RT @DetaqDenny: @budisepang1 Org mau berwisata ke bali kan karena ingin melihat adat istiadat asli daerah Bali... Kalau mau liat yg halal y\xe2\x80\xa6'
KevLeo94,2019-02-28 02:07:12,b'RT @woelannnn: Dr album sejarah :\n\nKetika Bung Karno setelah menerima surat perintah pengosongan Istana. \nBeliau berusaha menyembunyikan ke\xe2\x80\xa6'
KevLeo94,2019-02-28 02:06:19,"b'RT @JRX_SID: Ini mungkin terdengar bagai lelucon to some of you, but... facts are:\n\n1. Ganja sangat berguna bagi kebutuhan medis, ratusan r\xe2\x80\xa6'"
KevLeo94,2019-02-28 02:06:07,b'RT @SapawargaSby: Alun-Alun? Di Surabaya? \n\nYuhuu. Pemkot Surabaya bakal bangun alun-alun lhoo luur. Yaaayyyy!! *lompat2 dengan gembira*\xe2\x80\xa6'
KevLeo94,2019-02-28 02:04:28,b'RT @uusbiasaaja: Katanya hidup itu seperti roda. \nKadang diatas kadang dibawah. Tunggu aja saat berputarnya.\nYang dibawah menunggu kapan be\xe2\x80\xa6'
KevLeo94,2019-02-28 02:04:13,b'RT @nurhadi_aldo: Selamat malam berikut pesan Bpk Nurhadi selaku filsuf dunia akhirat mengenai arti dari kepemimpinan yg sejati.\n\n#mcQueenY\xe2\x80\xa6'
KevLeo94,2019-02-28 02:02:28,"b'RT @nurhadi_aldo: Ada banyak masalah yang tidak dapat diselesaikan jika kamu sendirian. tapi, tidak ada masalah yang tidak dapat diselesaik\xe2\x80\xa6'"
KevLeo94,2019-02-28 02:02:16,b'RT @antariksakh: Pernah nggak sih ngerasa hasil dubbing anime/film animasi di Indonesia itu aneh dan kaku banget? \n\nAku baru sadar kalo dub\xe2\x80\xa6'
KevLeo94,2019-02-27 05:34:07,"b'RT @zoelfick: Ada orang follow akunmu, kamu folbek alias follow balik, tak lama kamu sendiri di-unfollow. \n\nJika kamu tetap follow akun itu\xe2\x80\xa6'"
KevLeo94,2019-02-27 05:23:04,b'RT @nurhadi_aldo: Masih ada yg bilang saya fiktid? https://t.co/S2Xj2KuwHx'
KevLeo94,2019-02-27 05:22:53,b'RT @jokowi: Indonesia meraih Piala AFF U-22 2019 setelah menaklukkan  sang juara bertahan Thailand dengan skor 2-1 dalam laga final yang ke\xe2\x80\xa6'
KevLeo94,2019-02-27 03:53:49,b'Ngakaks https://t.co/6jg8y0qteX'
KevLeo94,2019-02-27 03:50:32,b'RT @GANandreas: Cape miskin......'
KevLeo94,2019-02-26 16:26:35,b'Ternyata jaman sekarang money talks bigger than looks.'
KevLeo94,2019-02-26 14:18:56,"b'When you getting hurt because of love and you revive because of money then, you will chase after the money to fill\xe2\x80\xa6 https://t.co/IFFSUxmEju'"
